0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,Label
0.0,2.5017860825102445,3.658414991002007,4.346777243218617,4.762604078009762,5.2294589407647205,5.648687046355825,5.980254911771992,6.409962554945184,6.245690940840632,6.634870944598286,6.92478571753178,6.925545148851826,7.241475722614764,7.260068729235778,7.571443891186799,7.621259327627232,7.701558537077044,7.816243341122387,8.011886278532108,8.070674495680006,8.046489168197832,8.303613025549637,8.428758701748862,8.526786689852797,8.482171057679816,8.740206291954129,8.781315549637181,8.819911151074043,9.05665034383029,8.909398961721893,9.049326011944077,9.02105941276076,9.172914850075,9.068648180000162,9.292022802273706,9.361069930852329,9.519788862136066,9.525715940771242,9.441622831496513,9.361101236391985,9.497303650632222,9.642303018552694,9.794934874219821,9.75463919933849,9.796241758518208,9.782061422222615,10.033360730378805,10.009609996567693,10.0,1
0.0,2.341911009443997,3.65321606674263,4.140002181651529,4.699812904282185,5.183045122685107,5.499438994447812,5.853990212366565,6.106561411049104,6.532580853310009,6.52794377472222,6.9440949958545835,6.974623547497527,7.134044500755946,7.341389635509095,7.493839924948656,7.610418229545813,7.861487257347532,7.883280922558749,7.896286402712296,7.9717638590708555,8.219429892901783,8.242525419670553,8.264257326114567,8.48693954692521,8.578972563101056,8.604974611419086,8.726942488486376,8.713837909369492,9.010318094626966,9.069820373815649,9.09207990559504,9.043004891501583,9.038681007230231,9.20389271446907,9.40770291229142,9.268921702536046,9.389461050820884,9.613654504624993,9.563888069895954,9.632113300600171,9.761664481122233,9.61034711952013,9.686583126370595,9.980353838961568,10.041265993077346,9.7232316243704,9.939144216925067,9.910395885483206,10.0,1
0.0,2.4149480285053646,3.379742910240749,4.336381730286477,4.761959834130885,5.237758025663638,5.351418901872089,5.920456451601008,6.199232701679363,6.4909739768773305,6.565868341645148,6.92831109992403,7.055515330034374,7.209868799628574,7.308021582319087,7.511161371339797,7.621413298946719,7.737352407568989,7.912016709453224,8.110812746757071,8.056249623337148,8.486104048958117,8.294132838341374,8.349785606021761,8.524228605933201,8.42279410470101,8.626402312321458,8.586111253697029,8.986568119570773,8.775209085525415,9.1513790096877,9.128731862068562,9.054809773467387,9.174945948638591,9.150104530854472,9.235643746699395,9.318306533706208,9.323751002483036,9.464067622414587,9.374586903261703,9.543019045256559,9.744685790191294,9.521843235413149,9.53581281773299,9.835090790336533,9.776650578784613,9.858615405825566,10.08640135736047,9.882593343973333,10.0,1
0.0,2.5330818933107433,3.451211713034349,4.257632011931401,4.72887546058463,5.155111029637653,5.561068936387449,5.967191984221509,6.290373811499567,6.5150580042258746,6.577702716373067,6.817904856320817,7.247618163552149,7.247491304302678,7.348793526814135,7.472040635525271,7.73383736577893,7.774234589488681,7.88165261776758,8.070214549276121,8.043445355937381,8.267248843252528,8.280673800740672,8.502740312453673,8.624361205975058,8.533864899014748,8.573378319594514,8.628346377918708,8.642317371635372,8.902349892761832,8.94070474814248,9.063040512546984,9.011863660938015,8.945706477567356,9.166131226735667,9.277183519262241,9.330805441680031,9.346062668899782,9.342335478141667,9.50329778401015,9.684466655433797,9.335170318585279,9.66315017720863,9.585496766068381,9.83841089840188,9.765342688489568,9.793189901718769,9.740396190501594,9.950374581611,10.0,1
0.0,2.278319570951743,3.4607593282539613,4.139216920984636,4.727914336362559,5.133629361771414,5.515415605683155,5.812874505710926,6.128570755544398,6.311820023993361,6.612652199421194,6.936894088886217,7.135664508045647,7.213262669066678,7.282628142304523,7.557541848136854,7.526567199081106,7.645311784066929,7.9787696516485624,8.074782067872565,8.010669006004868,8.277354784786228,8.188820923921194,8.574231635430712,8.469790987893502,8.40542128377168,8.549948713568757,8.745347888931649,8.762348076618457,8.899877732258343,8.85012057184127,9.037553827555021,8.978979721148482,9.229696605595981,9.098416670685854,9.31239980416509,9.27982287972168,9.418852968993262,9.406062243535528,9.324953665364959,9.598900710517128,9.578724259211388,9.680229290094111,9.931483463011048,9.859419027931287,9.79631065043996,9.879575517767204,10.081872846739344,9.943643535277118,10.0,1
0.0,2.6126676000329487,3.48432957271042,4.059458987447425,4.609773412546316,5.147863545480338,5.445439003090105,6.082887391350753,6.136004116682079,6.4034534864453,6.672513392451679,6.682814769284392,7.216721054891906,7.187446507654766,7.145287368303855,7.445543506760915,7.712214151914423,7.858203518444535,7.923039453789439,8.097854641372209,8.080111020425655,8.157047298036387,8.243415208302181,8.508646327669538,8.615158964242571,8.48031202632168,8.509531454733825,8.66902175338839,8.741530688534656,8.698453942766625,8.854908157485982,9.157461879596015,9.257084468393145,9.11702012933387,9.139737046445367,9.143418121725757,9.221232081835145,9.419430707532182,9.48707794195252,9.426246406593004,9.636108707495769,9.58843972998519,9.74612314513009,9.83597106994157,10.010742166780247,9.89141306310458,9.967360204759013,9.840672237466165,9.964423712405042,10.0,1
0.0,2.1957116300394386,3.2787058031105554,4.276183543984764,4.698926673805084,5.122373844257594,5.5994080964244475,5.9065773711536815,6.187074325502685,6.435612853119444,6.751729843435726,6.7102348467012565,6.7537647612520795,7.173407846084956,7.374549476088299,7.43534073043137,7.616908902459232,7.748917717073302,7.626811912220468,7.992498821976122,8.313475469635835,8.372954475330719,8.32769592345951,8.317375984613907,8.41028230544866,8.51601720631458,8.554693969933574,8.861969203121276,8.826705057877552,8.946956780799896,9.000712475048656,8.948474451608353,9.016404643843563,9.023854148126276,9.067187428617558,9.164316300032329,9.484816817317887,9.4017577258103,9.639467733309862,9.592871407085662,9.616212747195048,9.718619030979688,9.544291900405398,9.73168672178353,9.771510512246875,9.852564930631505,9.759446609388455,9.781848167089997,9.912732765530201,10.0,1
0.0,2.451520494909088,3.487573566399157,4.309906058000948,5.03521483956556,5.252704119468331,5.493440134439538,5.781100927066935,5.966501302029005,6.490217712145871,6.678859034854454,6.857973346344996,6.98934149541361,7.213090676787354,7.541450848575592,7.283178384347774,7.594353499898945,7.634854029085509,7.923281929671798,7.927919298020745,8.143835562135571,8.211756828456815,8.455601162060528,8.295573247983791,8.480203444957564,8.71030951708393,8.608111247039817,8.69926799897036,8.973398807794974,8.99957387273019,8.880475338811086,9.050250618781691,9.049891982236659,9.250431079019869,9.073205913651913,9.34803043332985,9.275995563478954,9.325953840717354,9.545472858246377,9.60449249880447,9.485529151526894,9.863190267609095,9.616511260224867,9.723101627679773,9.779272998665506,9.83766760314914,9.913176513776756,9.815818853731729,9.8963630262338,10.0,1
0.0,2.246771530792405,3.638931272026909,4.157867580561818,4.73847619037471,5.217184972434658,5.632567160017365,5.811792249882271,6.227486276852285,6.587760914518606,6.585325674975037,6.943902576207868,6.921993552217624,7.159145790788911,7.474203198274826,7.62929659460278,7.512902500239932,7.711774792920323,7.7863148709434125,7.913388869739647,8.060178905461628,8.107250562581392,8.307561021832745,8.442002831741116,8.382536364362243,8.696481214842143,8.569795567897545,8.817385555684368,8.799330062879777,8.825989526838566,8.890050526547649,9.13642050527442,9.074593405836064,9.154558303918277,9.147140723910686,9.372987740111133,9.459254058120477,9.628038596114683,9.52153625525948,9.512245169743656,9.619708932692944,9.424998894146057,9.65242358983217,9.776823109043233,9.71498519400951,9.815561354003641,9.879676141960456,9.830753467222003,9.991378934678858,10.0,1
0.0,2.4990037870699013,3.6922055980027695,4.152116099124785,4.862003736682127,5.028432263920551,5.4368064784642955,5.9955092161385934,6.331311582431717,6.5826864620393435,6.523810462409776,6.88420564425593,7.077893551356623,7.2171035569452116,7.284543011919208,7.676217247090029,7.617464529942007,7.766561062076467,7.824669397151916,7.951723145590674,7.991936326810102,8.199292284089669,8.405529704816773,8.428294026002577,8.649062491345562,8.719209513969664,8.565161928239768,8.773424943504313,8.812544311392466,8.889841721901341,8.865317270536021,9.057316885817933,9.166107602299386,9.125145113454108,9.056855314619874,9.160057027845276,9.318915049424552,9.34782442096502,9.605127488543408,9.48249228871714,9.62337386682029,9.720967877858948,9.750952218789761,9.6113591791316,9.71769308401995,9.948751105663858,9.95590876841736,10.009225231621937,9.772754509887951,10.0,1
